id,goal,target,indicator,series,seriesdescription,seriescount,geoareacode,country,year,value,valuetype,source,footnotes,attributes,dimensions
belgium2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,56,Belgium,2021,96369.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
belgium2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,56,Belgium,2021,69568.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
belgium2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,56,Belgium,2021,811895.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
belgium2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,56,Belgium,2021,977832.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
belgium2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,56,Belgium,2022,827860.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
belgium2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,56,Belgium,2022,69960.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
belgium2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,56,Belgium,2022,93280.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
belgium2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,56,Belgium,2022,991100.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
bosnia and herzegovina2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,70,Bosnia and Herzegovina,2019,416163.92463,Float,Food Waste Index Report / WESR,Very Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
bosnia and herzegovina2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,70,Bosnia and Herzegovina,2019,273269.2359,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
bosnia and herzegovina2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,70,Bosnia and Herzegovina,2019,91266.29414,Float,Food Waste Index Report / WESR,Very Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
bosnia and herzegovina2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,70,Bosnia and Herzegovina,2019,51628.39459,Float,Food Waste Index Report / WESR,Very Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
bosnia and herzegovina2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,70,Bosnia and Herzegovina,2022,47531.11268,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
bosnia and herzegovina2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,70,Bosnia and Herzegovina,2022,79255.99591,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
bosnia and herzegovina2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,70,Bosnia and Herzegovina,2022,277116.72794,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
bosnia and herzegovina2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,70,Bosnia and Herzegovina,2022,403903.83652,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
bulgaria2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2019,109483.16419,Float,Food Waste Index Report / WESR,Very Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
bulgaria2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2019,193539.28677,Float,Food Waste Index Report / WESR,Very Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
bulgaria2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2019,781689.74745,Float,Food Waste Index Report / WESR,Very Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
bulgaria2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2019,478667.29649,Float,Food Waste Index Report / WESR,Very Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
bulgaria2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2020,551503.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
bulgaria2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2020,121867.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
bulgaria2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2020,46639.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
bulgaria2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2020,382997.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
bulgaria2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2021,362041.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
bulgaria2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2021,41211.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
bulgaria2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2021,117016.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
bulgaria2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2021,520268.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
bulgaria2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2022,203400.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
bulgaria2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2022,13560.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
bulgaria2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2022,176280.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
bulgaria2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,100,Bulgaria,2022,13560.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
croatia2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2019,506598.26132,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
croatia2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2019,348070.21242,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
croatia2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2019,105613.49748,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
croatia2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2019,52914.55142,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
croatia2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2020,4180.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
croatia2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2020,15072.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
croatia2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2020,216345.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
croatia2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2020,235597.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
croatia2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2021,231296.0,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: TONNES, Observation Status: E","Reporting Type: G, Food Waste Sector: ALL"
croatia2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2021,212396.0,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: TONNES, Observation Status: E","Reporting Type: G, Food Waste Sector: HHS"
croatia2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2021,14797.0,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: TONNES, Observation Status: E","Reporting Type: G, Food Waste Sector: OOHC"
croatia2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2021,4103.0,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: TONNES, Observation Status: E","Reporting Type: G, Food Waste Sector: RTL"
croatia2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2022,4030.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
croatia2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2022,16120.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
croatia2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2022,213590.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
croatia2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,191,Croatia,2022,233740.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
cyprus2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,196,Cyprus,2019,159310.421,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
cyprus2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,196,Cyprus,2019,113306.08247,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
cyprus2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,196,Cyprus,2019,30648.70302,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
cyprus2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,196,Cyprus,2019,15355.63551,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
cyprus2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,196,Cyprus,2020,50268.0,Float,Eurostat,The Japan estimates are scheduled for late spring or early summer of 2023.,"Nature: C, Units: TONNES, Observation Status: D","Reporting Type: G, Food Waste Sector: RTL"
cyprus2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,196,Cyprus,2020,63338.0,Float,Eurostat,The Japan estimates are scheduled for late spring or early summer of 2023.,"Nature: C, Units: TONNES, Observation Status: D","Reporting Type: G, Food Waste Sector: HHS"
cyprus2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,196,Cyprus,2020,27145.0,Float,Eurostat,The Japan estimates are scheduled for late spring or early summer of 2023.,"Nature: C, Units: TONNES, Observation Status: D","Reporting Type: G, Food Waste Sector: OOHC"
cyprus2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,196,Cyprus,2020,140751.0,Float,Eurostat,The Japan estimates are scheduled for late spring or early summer of 2023.,"Nature: C, Units: TONNES, Observation Status: D","Reporting Type: G, Food Waste Sector: ALL"
cyprus2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,196,Cyprus,2022,37500.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
cyprus2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,196,Cyprus,2022,196250.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
cyprus2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,196,Cyprus,2022,70000.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
cyprus2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,196,Cyprus,2022,88750.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
czechia2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,203,Czechia,2019,1157110.17456,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
czechia2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,203,Czechia,2019,273327.31213,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
czechia2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,203,Czechia,2019,136942.64897,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
czechia2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,203,Czechia,2019,746840.21347,Float,Food Waste Index Report / WESR,Very Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
czechia2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,203,Czechia,2020,742749.0,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: TONNES, Observation Status: E","Reporting Type: G, Food Waste Sector: HHS"
czechia2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,203,Czechia,2020,64394.0,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: TONNES, Observation Status: E","Reporting Type: G, Food Waste Sector: RTL"
czechia2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,203,Czechia,2020,37941.0,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: TONNES, Observation Status: E","Reporting Type: G, Food Waste Sector: OOHC"
czechia2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,203,Czechia,2020,845084.0,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: TONNES, Observation Status: E","Reporting Type: G, Food Waste Sector: ALL"
czechia2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,203,Czechia,2022,41960.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
czechia2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,203,Czechia,2022,62940.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
czechia2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,203,Czechia,2022,828710.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
czechia2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,203,Czechia,2022,723810.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
denmark2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2019,469448.98769,Float,Food Waste Index Report / WESR,High Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
denmark2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2019,760585.87369,Float,Food Waste Index Report / WESR,High Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
denmark2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2019,119134.266,Float,Food Waste Index Report / WESR,High Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
denmark2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2019,172002.62,Float,Food Waste Index Report / WESR,High Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
denmark2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2020,99500.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
denmark2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2020,62544.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
denmark2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2020,623436.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
denmark2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2020,461392.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
denmark2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2021,507000.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
denmark2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2021,678872.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
denmark2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2021,72081.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
denmark2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2021,99791.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
denmark2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2022,99960.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
denmark2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2022,64680.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
denmark2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2022,629160.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
denmark2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,208,Denmark,2022,464520.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
estonia2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2019,102743.4957,Float,Food Waste Index Report / WESR,Medium Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
estonia2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2019,130998.85969,Float,Food Waste Index Report / WESR,High Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
estonia2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2019,6242.79107,Float,Food Waste Index Report / WESR,Medium Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
estonia2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2019,22012.57292,Float,Food Waste Index Report / WESR,High Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
estonia2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2020,19976.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
estonia2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2020,10739.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
estonia2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2020,111279.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
estonia2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2020,80564.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
estonia2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2021,110562.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
estonia2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2021,12474.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
estonia2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2021,13113.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
estonia2021,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2021,84975.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
estonia2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2022,81130.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
estonia2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2022,19950.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
estonia2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2022,10640.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
estonia2022,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,233,Estonia,2022,111720.0,Float,Food Waste Index Report / WESR,,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
finland2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,246,Finland,2019,70874.72614,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
finland2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,246,Finland,2019,361936.9313,Float,Food Waste Index Report / WESR,Medium Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
finland2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,246,Finland,2019,128927.40238,Float,Food Waste Index Report / WESR,Medium Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
finland2019,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,246,Finland,2019,561739.05982,Float,Food Waste Index Report / WESR,Medium Confidence,"Nature: E, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
finland2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,246,Finland,2020,430969.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
finland2020,12,12.3,12.3.1,AG_FOOD_WST,Food waste (Tonnes),2363,246,Finland,2020,295500.0,Float,Eurostat,,"Nature: C, Units: TONNES, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
